CATEGORIA ,EAN,MARCA ,FRANQUICIA ,TITULO  ,TIPO DE PRODUCTO ,DESCRIPCION CORTA ,DESCRIPCIÓN LARGA,INFO ADICIONAL,PRESENTACION/ COMPOSICION ,BENEFICIO 1,BENEFICIO 2,BENEFICIO 3,MODO DE APLICACIÓN,CROSSELLING,KEY WORD PARA SEARCH,HIPOALERGENICO,TIPO DE PIEL,EJE,CODIGO HEXA,Pack Size,Pack Size UOM
HAIR COLOR ,7509552812459,NUTRISSE ,COLORISSIMO ,Nutrisse Colorissimo Tono 6660 Manzana  - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas hasta 8 semanas de duración. Una formula superior y tecnología de ultra rojos. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez.  ","NUEVA FORMULA SUPERIOR: Color con una duración  luminos y resistente al deslave hasta por 8 semanas. 

TECNOLOGIA ULTRA ROJOS: Para cabellos oscuros, un color rojo mas intenso. 

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!","Tecnologia ultra rojos. Especificamente formulada para cabellos oscuros. Con pigmentos rojos penetrantes, para un color rojo intenso.  ","Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552812244,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 67 Mocha Seducción  - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552812473,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 67P Mocha Seduccion  - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552812770,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 60 Capuccino  - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552812527,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 61 Centeno  - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552812428,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 63 Caramelo Dorado - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552812763,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 70 Almendra - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552812848,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 71 Vainilla  - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552812589,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 73 Miel  - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552811605,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 734 Jalea Real - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
