TIPO,CATEGORIA,SUBCATEGORIA (Español),FAMILIA (Español),Nombre del Producto en Inglés (CALIDAD),Nombre del Producto en Español,Descripción MKT,Características,Cod SAP local,EAN ,Merch Code,Tono,Status 2023
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,Super Lustrous, Super Lustrous Lipstick,Lápiz Labial Cremoso,"Lápiz labial de acabado satinado, liviano y humectante. ¡Es la combinación perfecta entre color de alto impacto y una fórmula súper hidratante!
Este lápiz labial va a darle a los labios un color intenso y se sentirá suave. 
Creado en 1939.
Pisá fuerte con el labial más icónico del mundo. Super Lustrous™ está formulado con pigmentos microfinos para lograr colores de alto impacto. De sensación suave y humectante. Super atrevidos, súper cremosos, Super Lustrous™.  ","Acabado cremoso
Humectante
Ahora su fórmula también promete cuidado: gracias a su vitamina E y aceite de palta, garantiza la humectación de los labios.
Tiene pigmentos micro-finos para que los tonos sean de alta intensidad.",7256153671,309973849167,671,Mink,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,Super Lustrous, Super Lustrous Lipstick,Lápiz Labial Cremoso,"Lápiz labial de acabado satinado, liviano y humectante. ¡Es la combinación perfecta entre color de alto impacto y una fórmula súper hidratante!
Este lápiz labial va a darle a los labios un color intenso y se sentirá suave. 
Creado en 1939.
Pisá fuerte con el labial más icónico del mundo. Super Lustrous™ está formulado con pigmentos microfinos para lograr colores de alto impacto. De sensación suave y humectante. Super atrevidos, súper cremosos, Super Lustrous™.  ","Acabado cremoso
Humectante
Ahora su fórmula también promete cuidado: gracias a su vitamina E y aceite de palta, garantiza la humectación de los labios.
Tiene pigmentos micro-finos para que los tonos sean de alta intensidad.",7256153006,309971415067,006,Really Red,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,Super Lustrous, Super Lustrous Lipstick,Lápiz Labial Cremoso,"Lápiz labial de acabado satinado, liviano y humectante. ¡Es la combinación perfecta entre color de alto impacto y una fórmula súper hidratante!
Este lápiz labial va a darle a los labios un color intenso y se sentirá suave. 
Creado en 1939.
Pisá fuerte con el labial más icónico del mundo. Super Lustrous™ está formulado con pigmentos microfinos para lograr colores de alto impacto. De sensación suave y humectante. Super atrevidos, súper cremosos, Super Lustrous™.  ","Acabado cremoso
Humectante
Ahora su fórmula también promete cuidado: gracias a su vitamina E y aceite de palta, garantiza la humectación de los labios.
Tiene pigmentos micro-finos para que los tonos sean de alta intensidad.",7256153720,309970214319,720,Fire & Ice,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales,Super Lustrous, Super Lustrous Lipstick,Lápiz Labial Cremoso,"Lápiz labial de acabado satinado, liviano y humectante. ¡Es la combinación perfecta entre color de alto impacto y una fórmula súper hidratante!
Este lápiz labial va a darle a los labios un color intenso y se sentirá suave. 
Creado en 1939.
Pisá fuerte con el labial más icónico del mundo. Super Lustrous™ está formulado con pigmentos microfinos para lograr colores de alto impacto. De sensación suave y humectante. Super atrevidos, súper cremosos, Super Lustrous™.  ","Acabado cremoso
Humectante
Ahora su fórmula también promete cuidado: gracias a su vitamina E y aceite de palta, garantiza la humectación de los labios.
Tiene pigmentos micro-finos para que los tonos sean de alta intensidad.",7256153420,309976954035,420,Blushed,Regular
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Ojos,ColorStay, ColorStay Eye Liner      ,Delineador para Ojos,"Delineador para ojos con punta redondeada retráctil de larga duración. Fórmula cremosa resistente al agua. Oftalmológicamente comprobado.
Incluye difuminador y sacapuntas.
Resistente al agua.
Franquicia: ColorStay
Duración hasta por 16 horas","Delineador en fibra
Punta redondeada
A prueba de agua
Con sacapuntas y difuminador
Duración hasta por 16 horas",7263315001,309976790015,201,Black,Regular
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Ojos,ColorStay, ColorStay Eye Liner      ,Delineador para Ojos,"Delineador para ojos con punta redondeada retráctil de larga duración. Fórmula cremosa resistente al agua. Oftalmológicamente comprobado.
Incluye difuminador y sacapuntas.
Resistente al agua.
Franquicia: ColorStay
Duración hasta por 16 horas","Delineador en fibra
Punta redondeada
A prueba de agua
Con sacapuntas y difuminador
Duración hasta por 16 horas",7263315003,309976790039,203,Brown,Regular
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Ojos,ColorStay, ColorStay Eye Liner      ,Delineador para Ojos,"Delineador para ojos con punta redondeada retráctil de larga duración. Fórmula cremosa resistente al agua. Oftalmológicamente comprobado.
Incluye difuminador y sacapuntas.
Resistente al agua.
Franquicia: ColorStay
Duración hasta por 16 horas","Delineador en fibra
Punta redondeada
A prueba de agua
Con sacapuntas y difuminador
Duración hasta por 16 horas",7263315004,309976790046,204,Charcoal,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Photoready,PhotoReady Candid Anti-Pollution Foundation,Base de Maquillaje ,"Base de maquillaje de cobertura perfecta. Acabado natural gracias a su fórmula exclusiva.
Contiene: Ingredientes antioxidantes, anti-agentes contaminantes del ambiente y anti Luz azul, extracto de Aloe Vera, Vitamina C y Vitamina E. 
No tiene: Parabenos, ftalatos, fragancias ni aceites artificiales.","Cobertura Perfecta
Acabado natural
Fórmula exclusiva
Pertenece a la colecciónPhotoReady CANDID™ COLLECTION",7253534008,309978992080,230,Bare,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,Photoready,PhotoReady Candid Anti-Pollution Foundation,Base de Maquillaje ,"Base de maquillaje de cobertura perfecta. Acabado natural gracias a su fórmula exclusiva.
Contiene: Ingredientes antioxidantes, anti-agentes contaminantes del ambiente y anti Luz azul, extracto de Aloe Vera, Vitamina C y Vitamina E. 
No tiene: Parabenos, ftalatos, fragancias ni aceites artificiales.","Cobertura Perfecta
Acabado natural
Fórmula exclusiva
Pertenece a la colecciónPhotoReady CANDID™ COLLECTION",7253534021,309970007065,410,Toast,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,Ultra HD, Ultra HD Matte  Lipcolor,Lápiz Labial Mate,"Labial Mate Ultra HD con color de alta definición. De sensación hidratante, suave y aterciopelada. 100% libre de ceras, con fórmula en gel. Acabado mate.","Acabado mate
Sensación suave, humectante y aterciopelada
Color de alta definición. Tono Nude",7262959051,309970157050,980,Cheek to Cheek,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,Ultra HD, Ultra HD Matte  Lipcolor,Lápiz Labial Mate,"Labial Mate Ultra HD con color de alta definición. De sensación hidratante, suave y aterciopelada. 100% libre de ceras, con fórmula en gel. Acabado mate.","Acabado mate
Sensación suave, humectante y aterciopelada
Color de alta definición. Tono Nude",7262959052,309970157067,981,Bare Down,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,Ultra HD, Ultra HD Matte  Lipcolor,Lápiz Labial Mate,"Labial Mate Ultra HD con color de alta definición. De sensación hidratante, suave y aterciopelada. 100% libre de ceras, con fórmula en gel. Acabado mate.","Acabado mate
Sensación suave, humectante y aterciopelada
Color de alta definición. Tono Nude",7262959053,309970157074,982,Frisky,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,Ultra HD, Ultra HD Matte  Lipcolor,Lápiz Labial Mate,"Labial Mate Ultra HD con color de alta definición. De sensación hidratante, suave y aterciopelada. 100% libre de ceras, con fórmula en gel. Acabado mate.","Acabado mate
Sensación suave, humectante y aterciopelada
Color de alta definición. Tono Nude",7262959054,309970157081,983,Exhibitionist,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para OJOS,Delineador de ojos,ColorStay, ColorStay Line Creator Double Ended Liner,Delineador para Ojos,"•        Delineador de dos puntas de larga duración (hasta por 24hs).
•        Fórmula avanzada, looks ilimitados: 
o        Delineador líquido
        Alto rendimiento.
        Aplicación cremosa ultra mate con pigmento de alta intensidad.
        Punta del delineador flexible que permite crear líneas delgadas a gruesas.
        Delineado preciso y fácil de usar. 

o        Delineador kohl
        Definición intensa
        Puede difuminarse para formar una sombra ahumada y lograr mayor impacto","•	Delineador de dos puntas de larga duración (hasta por 24hs).
•	A prueba de manchas, de transferencias y de decoloración. 
•	Testeado oftalmologicamente.",7262961001,309970166366,151,Blackout,Regular
Revlon Cosmetics,Maquillaje para OJOS,Delineador de ojos,ColorStay, ColorStay Line Creator Double Ended Liner,Delineador para Ojos,"•        Delineador de dos puntas de larga duración (hasta por 24hs).
•        Fórmula avanzada, looks ilimitados: 
o        Delineador líquido
        Alto rendimiento.
        Aplicación cremosa ultra mate con pigmento de alta intensidad.
        Punta del delineador flexible que permite crear líneas delgadas a gruesas.
        Delineado preciso y fácil de usar. 

o        Delineador kohl
        Definición intensa
        Puede difuminarse para formar una sombra ahumada y lograr mayor impacto","•	Delineador de dos puntas de larga duración (hasta por 24hs).
•	A prueba de manchas, de transferencias y de decoloración. 
•	Testeado oftalmologicamente.",7262961002,309970166373,152,Leathercraft,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Polvo Compacto,ColorStay, ColorStay Blot Mattifying Setting Powder,Polvo Fijador Matificante,"•	Polvo fijador con poder matificante.
•	Duración: hasta por 16 horas.
•	Fórmula: suave con un acabado mate impecable. 
•	Acción TRIPLE PODER: Absorbe el exceso de sebo, ayuda a difuminar las imperfecciones y reduce la apariencia de los poros.
•	Ingredientes: Formulado con una MEZCLA SUPERFOOD DETOX (compuesta por Cítricos + Aloe + Brócoli) que protege y defiende a la piel de los contaminantes y los efectos de agresores diarios como contaminación con partículas o suciedad y radicales libres","•	Fija el maquillaje para un uso prolongado.
•	Acabado Mate, sin brillo, larga duración hasta por 16 horas 
•	Controla el brillo, absorbiendo el exceso de oleosidad.
•	Reduce la apariencia de los poros
•	No se asienta ni se arruga en líneas finas.
•	Para todo tipo de piel.
•	1 tono universal. 
•	Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceite mineral.",7266098001,309970165123,,Tono único,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,ColorStay Skin Awaken 5-in-1 Concealer,Corrector para rostro 5 en 1 ,"¿Buscás un producto completo? Conocé el corrector para rostro 5 en 1!  Su fórmula cremosa se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural.  
•	Duración: Hasta por 24hs. A prueba de transferencias.
•	Acabado natural: Cobertura media 
•	5 funciones en 1 producto:
o	ATENUA Y PERFECCIONA
o	ILUMINA: Contiene Cafeína y Vitamina C para mejorar el aspecto de la piel.
o	HIDRATA: formulado con Glicerina para aumentar la humedad de la piel, promoviendo la hidratación.
o	REFRESCA: fórmula flexible que se adapta a cada expresion, ayudando a evitar que las líneas finas se asienten y dando un impulso y apariencia de frescura y energía a la piel cansada.","•	Fórmula cremosa que se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural. 
•	Ilumina y despierta visiblemente la piel.
•	Atenúa y disimula las manchas oscuras del área del ojo.
•	No comedogénico
•	Apto para pieles sensibles y probado por dermatólogos.
•	Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites.
•	No es irritante
•	Apto para personas con ojos sensibles y/o lentes de contacto",7266506004,309970166083,040,Medium,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,ColorStay Skin Awaken 5-in-1 Concealer,Corrector para rostro 5 en 1 ,"¿Buscás un producto completo? Conocé el corrector para rostro 5 en 1!  Su fórmula cremosa se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural.  
•	Duración: Hasta por 24hs. A prueba de transferencias.
•	Acabado natural: Cobertura media 
•	5 funciones en 1 producto:
o	ATENUA Y PERFECCIONA
o	ILUMINA: Contiene Cafeína y Vitamina C para mejorar el aspecto de la piel.
o	HIDRATA: formulado con Glicerina para aumentar la humedad de la piel, promoviendo la hidratación.
o	REFRESCA: fórmula flexible que se adapta a cada expresion, ayudando a evitar que las líneas finas se asienten y dando un impulso y apariencia de frescura y energía a la piel cansada.","•	Fórmula cremosa que se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural. 
•	Ilumina y despierta visiblemente la piel.
•	Atenúa y disimula las manchas oscuras del área del ojo.
•	No comedogénico
•	Apto para pieles sensibles y probado por dermatólogos.
•	Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites.
•	No es irritante
•	Apto para personas con ojos sensibles y/o lentes de contacto",7266506001,309970166052,015,Light,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,ColorStay Skin Awaken 5-in-1 Concealer,Corrector para rostro 5 en 1 ,"¿Buscás un producto completo? Conocé el corrector para rostro 5 en 1!  Su fórmula cremosa se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural.  
•	Duración: Hasta por 24hs. A prueba de transferencias.
•	Acabado natural: Cobertura media 
•	5 funciones en 1 producto:
o	ATENUA Y PERFECCIONA
o	ILUMINA: Contiene Cafeína y Vitamina C para mejorar el aspecto de la piel.
o	HIDRATA: formulado con Glicerina para aumentar la humedad de la piel, promoviendo la hidratación.
o	REFRESCA: fórmula flexible que se adapta a cada expresion, ayudando a evitar que las líneas finas se asienten y dando un impulso y apariencia de frescura y energía a la piel cansada.","•	Fórmula cremosa que se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural. 
•	Ilumina y despierta visiblemente la piel.
•	Atenúa y disimula las manchas oscuras del área del ojo.
•	No comedogénico
•	Apto para pieles sensibles y probado por dermatólogos.
•	Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites.
•	No es irritante
•	Apto para personas con ojos sensibles y/o lentes de contacto",7266506003,309970166076,030,Light Medium,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,ColorStay Skin Awaken 5-in-1 Concealer,Corrector para rostro 5 en 1 ,"¿Buscás un producto completo? Conocé el corrector para rostro 5 en 1!  Su fórmula cremosa se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural.  
•	Duración: Hasta por 24hs. A prueba de transferencias.
•	Acabado natural: Cobertura media 
•	5 funciones en 1 producto:
o	ATENUA Y PERFECCIONA
o	ILUMINA: Contiene Cafeína y Vitamina C para mejorar el aspecto de la piel.
o	HIDRATA: formulado con Glicerina para aumentar la humedad de la piel, promoviendo la hidratación.
o	REFRESCA: fórmula flexible que se adapta a cada expresion, ayudando a evitar que las líneas finas se asienten y dando un impulso y apariencia de frescura y energía a la piel cansada.","•	Fórmula cremosa que se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural. 
•	Ilumina y despierta visiblemente la piel.
•	Atenúa y disimula las manchas oscuras del área del ojo.
•	No comedogénico
•	Apto para pieles sensibles y probado por dermatólogos.
•	Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites.
•	No es irritante
•	Apto para personas con ojos sensibles y/o lentes de contacto",7266506002,309970166069,005,Fair,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,ColorStay,ColorStay Skin Awaken 5-in-1 Concealer,Corrector para rostro 5 en 1 ,"¿Buscás un producto completo? Conocé el corrector para rostro 5 en 1!  Su fórmula cremosa se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural.  
•	Duración: Hasta por 24hs. A prueba de transferencias.
•	Acabado natural: Cobertura media 
•	5 funciones en 1 producto:
o	ATENUA Y PERFECCIONA
o	ILUMINA: Contiene Cafeína y Vitamina C para mejorar el aspecto de la piel.
o	HIDRATA: formulado con Glicerina para aumentar la humedad de la piel, promoviendo la hidratación.
o	REFRESCA: fórmula flexible que se adapta a cada expresion, ayudando a evitar que las líneas finas se asienten y dando un impulso y apariencia de frescura y energía a la piel cansada.","•	Fórmula cremosa que se mezcla en la piel y crea instantáneamente la apariencia de una piel luminosa de aspecto natural. 
•	Ilumina y despierta visiblemente la piel.
•	Atenúa y disimula las manchas oscuras del área del ojo.
•	No comedogénico
•	Apto para pieles sensibles y probado por dermatólogos.
•	Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites.
•	No es irritante
•	Apto para personas con ojos sensibles y/o lentes de contacto",7266506008,309970166120,050,Medium Deep,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labial en Crayón,ColorStay,ColorStay Matte Lite Crayon,Revlon Colorstay Crayón Mate para labios,"•	Color altamente pigmentado 
•	Acabado mate suave de cobertura total.
•	Fórmula con aceite de semilla de mango, enriquecido con vitaminas y antioxidantes que ayuda a reparar los labios y no los reseca.
•	30% más liviano que el lápiz labial tradicional: los nanopigmentos de esta fórmula se sienten tan ligeros que olvidarás que lo tenés puesto.
•	Punta del crayón ultra precisa, y un afilador integrado para una aplicación de mayor control.","FÓRMULA
30% más ligero que el labial tradicional.
Libre de parabenos, aceite mineral y laurilsulfato/sulfatos de sodio.    
Fórmula con aceite de semilla de mango para reparar los labios sin que se resequen. Es rico en vitaminas y antioxidantes.

APLICACIÓN
Punta ultra precisa de fácil aplicación, con afilador incorporado para mayor control.

ACABADO
Acabado suave y mate.
Color altamente pigmentado.
Cobertura total en una sola aplicación.

USO
Resistente al agua.
Hasta 4hs de duración
A prueba de decoloración y de manchas.",7266524001,309970175078,001,Tread Lightly,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labial en Crayón,ColorStay,ColorStay Matte Lite Crayon,Revlon Colorstay Crayón Mate para labios,"•        Color altamente pigmentado 
•        Acabado mate suave de cobertura total.
•        Fórmula con aceite de semilla de mango, enriquecido con vitaminas y antioxidantes que ayuda a reparar los labios y no los reseca.
•        30% más liviano que el lápiz labial tradicional: los nanopigmentos de esta fórmula se sienten tan ligeros que olvidarás que lo tenés puesto.
•        Punta del crayón ultra precisa, y un afilador integrado para una aplicación de mayor control.","FÓRMULA
30% más ligero que el labial tradicional.
Libre de parabenos, aceite mineral y laurilsulfato/sulfatos de sodio.    
Fórmula con aceite de semilla de mango para reparar los labios sin que se resequen. Es rico en vitaminas y antioxidantes.

APLICACIÓN
Punta ultra precisa de fácil aplicación, con afilador incorporado para mayor control.

ACABADO
Acabado suave y mate.
Color altamente pigmentado.
Cobertura total en una sola aplicación.

USO
Resistente al agua.
Hasta 4hs de duración
A prueba de decoloración y de manchas.",7266524003,309970175092,003,Souffle All Day,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labial en Crayón,ColorStay,ColorStay Matte Lite Crayon,Revlon Colorstay Crayón Mate para labios,"•	Color altamente pigmentado 
•	Acabado mate suave de cobertura total.
•	Fórmula con aceite de semilla de mango, enriquecido con vitaminas y antioxidantes que ayuda a reparar los labios y no los reseca.
•	30% más liviano que el lápiz labial tradicional: los nanopigmentos de esta fórmula se sienten tan ligeros que olvidarás que lo tenés puesto.
•	Punta del crayón ultra precisa, y un afilador integrado para una aplicación de mayor control.","FÓRMULA
30% más ligero que el labial tradicional.
Libre de parabenos, aceite mineral y laurilsulfato/sulfatos de sodio.    
Fórmula con aceite de semilla de mango para reparar los labios sin que se resequen. Es rico en vitaminas y antioxidantes.

APLICACIÓN
Punta ultra precisa de fácil aplicación, con afilador incorporado para mayor control.

ACABADO
Acabado suave y mate.
Color altamente pigmentado.
Cobertura total en una sola aplicación.

USO
Resistente al agua.
Hasta 4hs de duración
A prueba de decoloración y de manchas.",7266524004,309970175108,004,Take Flight,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labial en Crayón,ColorStay,ColorStay Matte Lite Crayon,Revlon Colorstay Crayón Mate para labios,"•	Color altamente pigmentado 
•	Acabado mate suave de cobertura total.
•	Fórmula con aceite de semilla de mango, enriquecido con vitaminas y antioxidantes que ayuda a reparar los labios y no los reseca.
•	30% más liviano que el lápiz labial tradicional: los nanopigmentos de esta fórmula se sienten tan ligeros que olvidarás que lo tenés puesto.
•	Punta del crayón ultra precisa, y un afilador integrado para una aplicación de mayor control.","FÓRMULA
30% más ligero que el labial tradicional.
Libre de parabenos, aceite mineral y laurilsulfato/sulfatos de sodio.    
Fórmula con aceite de semilla de mango para reparar los labios sin que se resequen. Es rico en vitaminas y antioxidantes.

APLICACIÓN
Punta ultra precisa de fácil aplicación, con afilador incorporado para mayor control.

ACABADO
Acabado suave y mate.
Color altamente pigmentado.
Cobertura total en una sola aplicación.

USO
Resistente al agua.
Hasta 4hs de duración
A prueba de decoloración y de manchas.",7266524008,309970175146,008,She´s Fly,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labial en Crayón,ColorStay,ColorStay Matte Lite Crayon,Revlon Colorstay Crayón Mate para labios,"•	Color altamente pigmentado 
•	Acabado mate suave de cobertura total.
•	Fórmula con aceite de semilla de mango, enriquecido con vitaminas y antioxidantes que ayuda a reparar los labios y no los reseca.
•	30% más liviano que el lápiz labial tradicional: los nanopigmentos de esta fórmula se sienten tan ligeros que olvidarás que lo tenés puesto.
•	Punta del crayón ultra precisa, y un afilador integrado para una aplicación de mayor control.","FÓRMULA
30% más ligero que el labial tradicional.
Libre de parabenos, aceite mineral y laurilsulfato/sulfatos de sodio.    
Fórmula con aceite de semilla de mango para reparar los labios sin que se resequen. Es rico en vitaminas y antioxidantes.

APLICACIÓN
Punta ultra precisa de fácil aplicación, con afilador incorporado para mayor control.

ACABADO
Acabado suave y mate.
Color altamente pigmentado.
Cobertura total en una sola aplicación.

USO
Resistente al agua.
Hasta 4hs de duración
A prueba de decoloración y de manchas.",7266524010,309970175160,010,Air Kiss,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labial en Crayón,ColorStay,ColorStay Matte Lite Crayon,Revlon Colorstay Crayón Mate para labios,"•	Color altamente pigmentado 
•	Acabado mate suave de cobertura total.
•	Fórmula con aceite de semilla de mango, enriquecido con vitaminas y antioxidantes que ayuda a reparar los labios y no los reseca.
•	30% más liviano que el lápiz labial tradicional: los nanopigmentos de esta fórmula se sienten tan ligeros que olvidarás que lo tenés puesto.
•	Punta del crayón ultra precisa, y un afilador integrado para una aplicación de mayor control.","FÓRMULA
30% más ligero que el labial tradicional.
Libre de parabenos, aceite mineral y laurilsulfato/sulfatos de sodio.    
Fórmula con aceite de semilla de mango para reparar los labios sin que se resequen. Es rico en vitaminas y antioxidantes.

APLICACIÓN
Punta ultra precisa de fácil aplicación, con afilador incorporado para mayor control.

ACABADO
Acabado suave y mate.
Color altamente pigmentado.
Cobertura total en una sola aplicación.

USO
Resistente al agua.
Hasta 4hs de duración
A prueba de decoloración y de manchas.",7266524011,309970175177,011,Lifted,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labial en Crayón,ColorStay,ColorStay Matte Lite Crayon,Revlon Colorstay Crayón Mate para labios,"•	Color altamente pigmentado 
•	Acabado mate suave de cobertura total.
•	Fórmula con aceite de semilla de mango, enriquecido con vitaminas y antioxidantes que ayuda a reparar los labios y no los reseca.
•	30% más liviano que el lápiz labial tradicional: los nanopigmentos de esta fórmula se sienten tan ligeros que olvidarás que lo tenés puesto.
•	Punta del crayón ultra precisa, y un afilador integrado para una aplicación de mayor control.","FÓRMULA
30% más ligero que el labial tradicional.
Libre de parabenos, aceite mineral y laurilsulfato/sulfatos de sodio.    
Fórmula con aceite de semilla de mango para reparar los labios sin que se resequen. Es rico en vitaminas y antioxidantes.

APLICACIÓN
Punta ultra precisa de fácil aplicación, con afilador incorporado para mayor control.

ACABADO
Acabado suave y mate.
Color altamente pigmentado.
Cobertura total en una sola aplicación.

USO
Resistente al agua.
Hasta 4hs de duración
A prueba de decoloración y de manchas.",7266524012,309970175184,012,On Cloud Wine,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Delineador para Labios,ColorStay,Revlon ColorStay Longwear Lip Liner,Delineador para Labios de Larga Duración,Delineador de labios retráctil que provee larga duración y ayuda a que el color de los labios dure más tiempo. También ayuda a prevenir el agrietado del color. Contiene sacapuntas para un punta más precisa.  ,"Larga duración
Retráctil
Contiene sacapuntas",7262701009,309974172011,630,Nude,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Delineador para Labios,ColorStay,Revlon ColorStay Longwear Lip Liner,Delineador para Labios de Larga Duración,Delineador de labios retráctil que provee larga duración y ayuda a que el color de los labios dure más tiempo. También ayuda a prevenir el agrietado del color. Contiene sacapuntas para un punta más precisa.  ,"Larga duración
Retráctil
Contiene sacapuntas",7262701007,309974172073,635,Sienna,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Delineador para Labios,ColorStay,Revlon ColorStay Longwear Lip Liner,Delineador para Labios de Larga Duración,Delineador de labios retráctil que provee larga duración y ayuda a que el color de los labios dure más tiempo. También ayuda a prevenir el  agrietado del color. Contiene sacapuntas para un punta más precisa.  ,"Larga duración
Retráctil
Contiene sacapuntas",7262701003,309974172134,665,Plum,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay,Revlon ColorStay Satin Ink™ Liquid Lipcolor,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos tonos de los labiales líquidos Satin Ink son ideales para vos! Lográ un color de cobertura completa, nítida y rica en pigmentos con un brillo satinado. Color hasta por 16 horas.","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.

Aplicación:
1.	Use la punta del aplicador para definir los labios
2.	Rellena los labios con el resto del aplicador
3.	Dale unos minutos para que se asiente el color",7262928013,309970117146,013, Holy Pumpkin,New
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay,Revlon ColorStay Satin Ink™ Liquid Lipcolor,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos tonos de los labiales líquidos Satin Ink son ideales para vos! Lográ un color de cobertura completa, nítida y rica en pigmentos con un brillo satinado. Color hasta por 16 horas.","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.

Aplicación:
1.	Use la punta del aplicador para definir los labios
2.	Rellena los labios con el resto del aplicador
3.	Dale unos minutos para que se asiente el color",7262928009,309970117108,009,Speak Up,New
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay,Revlon ColorStay Satin Ink™ Liquid Lipcolor,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos tonos de los labiales líquidos Satin Ink son ideales para vos! Lográ un color de cobertura completa, nítida y rica en pigmentos con un brillo satinado. Color hasta por 16 horas.","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.

Aplicación:
1.	Use la punta del aplicador para definir los labios
2.	Rellena los labios con el resto del aplicador
3.	Dale unos minutos para que se asiente el color",7262928021,309970131203,021,Partner in Wine,New
